what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1374687256697
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1374687257440
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1374687257783
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374687257796
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374687258093
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1374687259103
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1374687260042
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374687260054
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374687261297
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1374687262175
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1374687262827
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374687262839
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374687264119
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1374687265585
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1374687265788
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1374687265823
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1374687266916
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1374687267660
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374687268207
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374687269222
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1374687269230
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1374687272057
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1374687275729
